Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
9/1/2009,11.1,22,0,4.2,10.7,W,41,W,ESE,13,19,49,36,1021.6,1019.6,1,1,16.1,19.2,No,No
9/2/2009,9.7,18.7,0,3.8,10.9,W,41,WNW,E,11,19,60,58,1024.7,1021.8,0,1,14.4,17.7,No,No
9/3/2009,12,21.1,0,4.6,4.7,W,41,W,W,11,11,80,84,1020.7,1018.9,3,8,15.2,16.3,No,Yes
9/4/2009,14.7,25.3,6,1.8,6.9,W,41,W,WNW,11,13,81,43,1014.8,1010,7,5,16,25,Yes,No
9/5/2009,14.7,21.2,0,6.4,10.2,W,41,WSW,ESE,19,17,36,35,1016.1,1015.1,2,1,18.2,19.8,No,No
9/6/2009,10.4,18.2,0,3.8,10,W,41,W,ENE,13,26,53,58,1018.9,1014,3,1,14.4,17.7,No,No
9/7/2009,13.5,19.9,0,5.4,2.1,W,41,W,NE,17,28,74,57,1008.5,1000.8,7,6,14.6,19.1,No,Yes
9/8/2009,11.6,21.1,5.4,3.6,8.3,W,41,W,ENE,7,11,56,56,1008.2,1007.6,1,6,16.2,17,Yes,No
9/9/2009,10.3,20.8,0.2,3.6,11.2,W,41,W,WSW,20,26,47,35,1010.2,1008.8,1,3,15.7,20.4,No,No
9/10/2009,10,22.2,0,5,10.9,W,41,W,E,20,24,45,38,1015.9,1013.9,1,1,16,19.8,No,No
9/11/2009,9.5,22.4,0,5,10.7,W,41,WNW,E,15,20,50,47,1022.6,1019.4,0,1,15.2,18.4,No,No
9/12/2009,11,28.5,0,6,10.9,W,41,WNW,NE,11,9,49,27,1022.5,1019.1,0,0,17.3,25.5,No,No
9/13/2009,17.3,32.2,0,8.2,10.9,W,41,NNW,E,20,13,24,17,1019.6,1015.5,0,0,25.2,31.9,No,No
9/14/2009,18.1,19.7,0,7.4,6.2,W,41,S,SSE,30,20,70,60,1021.8,1021.3,5,6,18.5,18.4,No,No
9/15/2009,15.4,20.4,0,6.4,6.9,W,41,W,NE,9,17,77,66,1021.4,1016.4,7,6,16.9,19.7,No,No
9/16/2009,15.6,22.2,0,3.4,0,W,41,SW,SSE,9,11,80,79,1023,1019.7,8,7,17.4,19.5,No,No
9/17/2009,14.7,32.1,0,1.6,7.6,W,41,SE,NNW,4,31,68,25,1017,1010.1,2,6,22.2,31.2,No,No
9/18/2009,19,23.5,0,10.4,10.2,W,41,SW,SE,17,30,43,51,1017.9,1018.4,3,1,22.7,21.2,No,No
9/19/2009,13.1,20.8,0,5.4,9.7,W,41,W,E,9,20,63,63,1019.2,1013,1,3,18.3,19.4,No,No
9/20/2009,13.8,24.7,0,5.8,8.5,W,41,WNW,NE,9,15,49,30,1014.8,1010.9,4,6,20.7,23.7,No,No
9/21/2009,15.7,25.8,0,8.2,8.1,W,41,S,E,13,17,69,67,1014.7,1012,3,8,18.8,19.3,No,No
9/22/2009,17.1,31.7,0,3.4,8.2,W,41,NW,NNW,24,31,45,34,1002.8,998.3,0,1,25.8,30.9,No,Yes
9/23/2009,17,21.8,4.4,11.2,8,W,41,W,W,30,37,40,36,996.8,997.8,9,3,17.3,20.9,Yes,No
9/24/2009,15.1,25,0,7.6,11.3,W,41,W,WNW,31,17,36,26,1012.1,1009.6,1,1,18.8,24,No,No
9/25/2009,13.5,25.4,0,8,11.2,W,41,N,NE,17,24,36,33,1013.5,1007,0,0,21,22.4,No,No
9/26/2009,17.1,19.6,0,11.2,9,W,41,W,W,15,33,24,19,1004.3,1004.5,1,3,17.7,18.4,No,No
9/27/2009,10.1,17.2,0,8,10.8,W,41,W,W,39,35,30,23,1006.4,1004.1,1,3,13.9,16.9,No,No
9/28/2009,11,21.4,0,8.2,7.8,W,41,W,S,30,9,39,31,1007.6,1005.6,1,3,15.2,19.7,No,No
9/29/2009,11.4,21,0,4,11.1,W,41,W,E,17,19,42,45,1014.1,1011.8,1,2,17,18.8,No,No
9/30/2009,10.9,25.6,0,5.4,11,W,41,W,ENE,9,20,57,34,1017.7,1012.6,2,3,18.4,22,No,No
10/1/2009,14.9,33.1,0,7,10.8,W,41,NW,E,15,19,21,10,1013.4,1007.7,3,1,25.6,32.8,No,No
10/2/2009,16.5,20.7,0,10.2,0.5,W,41,W,SE,15,15,72,68,1013.4,1010,7,8,18.3,19.4,No,Yes
10/3/2009,13.6,15.2,12.6,3,0,W,41,SSW,S,22,19,91,89,1011.9,1014.1,8,8,13.8,14.5,Yes,Yes
10/4/2009,12.9,17,38.2,2.4,0,W,41,E,E,6,19,88,61,1021.5,1019.8,8,7,13.5,16.6,Yes,Yes
10/5/2009,13.1,20.2,3.4,1.8,2.2,W,41,W,E,13,11,91,65,1020.3,1017.1,7,7,14.2,18.4,Yes,Yes
10/6/2009,11.5,19.6,6.6,2.6,6.4,W,41,W,E,22,17,77,64,1020.6,1016.7,6,4,13.5,18,Yes,Yes
10/7/2009,10.6,19.3,7,3.6,8.8,W,41,W,WSW,20,22,51,29,1014.2,1011.3,1,5,14.1,18.5,Yes,Yes
10/8/2009,10.5,17.5,2.2,6.8,7.4,W,41,SW,SSW,26,39,49,48,1018,1019.9,6,5,13.8,16.9,Yes,No
10/9/2009,9.6,17.1,0,5.2,4.7,W,41,WSW,S,15,17,65,76,1025.4,1026,5,6,13.5,13.9,No,Yes
10/10/2009,8.9,18.6,24.4,3.4,6.7,W,41,W,S,15,19,84,59,1029.7,1027.3,4,7,12,17.6,Yes,Yes
10/11/2009,11.8,19.3,2.2,3.4,6.7,W,41,W,NNE,15,11,91,57,1025.2,1019.8,7,7,13.1,19.2,Yes,No
10/12/2009,11.3,22.6,0,4.8,4.7,W,41,E,E,4,6,61,63,1011.8,1006.4,2,8,17.8,21.1,No,No
10/13/2009,17,24.5,0,5,11.2,W,41,W,WNW,26,35,38,21,1002,998.7,1,2,20.1,24,No,No
10/14/2009,15.2,22.1,0,11.2,8.9,W,41,NW,WNW,20,30,36,34,1000.7,1000.7,1,5,19.7,17.8,No,No
10/15/2009,13.8,23,0,7.6,10,W,41,WNW,WNW,11,24,46,28,1008.4,1006.2,6,7,18.8,22,No,No
10/16/2009,11.8,21.2,0,7.4,12.1,W,41,W,W,33,26,42,19,1012,1011.8,1,2,15.1,20.5,No,No
10/17/2009,11.6,21.2,0,8,12.2,W,41,WNW,SE,15,20,53,43,1020.8,1020.6,1,1,16.8,20.3,No,Yes
10/18/2009,13.8,18.8,7,5.8,7.9,W,41,ENE,ESE,4,17,80,61,1027.4,1025.3,6,3,15.5,18.5,Yes,No
10/19/2009,12.4,20.8,1,4.4,12.2,W,41,W,E,7,19,71,57,1027.1,1024.7,1,1,16.6,20.4,No,No
10/20/2009,14.3,23,0,5.8,12.1,W,41,W,ENE,9,22,71,62,1023.5,1018.7,0,0,19,22,No,No
10/21/2009,15.6,34.6,0,7.6,11.6,W,41,WNW,E,15,19,44,28,1019.8,1016.8,1,3,21.1,29.7,No,No
10/22/2009,17.9,21.3,0,9.4,1.2,W,41,ESE,E,9,17,67,63,1024.9,1022.6,8,7,18.5,20,No,No
10/23/2009,17.5,22.9,0,5,11.1,W,41,NNW,E,7,22,66,70,1019.9,1014.7,3,1,21.3,21.6,No,No
10/24/2009,16.8,22.1,0,7,9.2,W,41,SSE,E,17,19,63,56,1019.5,1016.3,4,1,19.7,20.9,No,No
10/25/2009,17.9,20.9,0,5.6,1.1,W,41,E,WNW,7,7,72,94,1016,1015.7,7,8,20.3,16.5,No,Yes
10/26/2009,14.4,17,73.2,4.8,0,W,41,SE,SE,31,26,91,60,1023.7,1025.3,8,8,14.7,16.6,Yes,Yes
10/27/2009,14.7,18.8,1.4,3.8,0,W,41,ESE,E,22,13,58,56,1029.5,1027.7,8,8,17,18.4,Yes,No
10/30/2009,17.3,23.4,0,4,9.8,W,41,E,ENE,11,22,78,60,1023.2,1020.6,5,1,20.5,22.8,No,No
10/31/2009,18.7,22.8,0,7.4,10.3,W,41,ENE,E,17,30,80,65,1025.2,1023.4,6,1,20,22.1,No,No
11/1/2009,16.9,24.2,0,8,10.1,W,41,NNE,NE,19,26,62,58,1024.5,1019.9,1,1,21.7,23.4,No,No
11/2/2009,18.8,26,0,7,6.9,W,41,SSW,ESE,17,19,82,68,1021,1017.5,8,7,20.6,24.5,No,No
11/3/2009,18.9,36.9,0,6.2,11,W,41,ESE,WNW,9,30,73,18,1011.9,1006.6,6,6,24,36.3,No,No
11/4/2009,19.4,19.9,0,13.2,0,W,41,SE,E,11,17,71,76,1017.9,1015.5,8,8,19.7,19.1,No,No
11/5/2009,16.9,19.8,0,2.2,1.1,W,41,SE,ESE,13,24,75,68,1020.9,1021.9,7,7,19.4,19.1,No,Yes
11/6/2009,16.7,21.3,1.4,3,0.8,W,41,ESE,E,24,19,66,57,1027.6,1027.1,7,7,19.2,20.8,Yes,Yes
11/7/2009,17.2,22.9,4.2,4.2,6.2,W,41,E,E,20,19,69,60,1030.5,1030,6,6,20.9,22.5,Yes,No
11/8/2009,19.1,21.9,0,6.4,0.7,W,41,ESE,E,9,15,75,89,1030.7,1028.8,8,8,20.4,19.9,No,No
11/9/2009,19.1,23.2,0.8,2.6,11,W,41,ENE,E,19,19,77,61,1027.2,1024,6,1,20.9,22.8,No,No
11/10/2009,15.9,23.9,0,5.4,12.8,W,41,NNE,ENE,4,26,61,54,1022.5,1020,1,0,21.6,23.2,No,No
11/11/2009,15.4,23.9,0,10.2,12.4,W,41,W,E,15,19,74,64,1022.6,1021.3,1,1,21,23.1,No,No
11/12/2009,16.6,26.7,0,6.8,11.2,W,41,NNW,NNE,17,20,70,54,1020,1013.4,0,6,22,26,No,Yes
11/13/2009,19.5,23,4,8.8,9.7,W,41,S,SSE,26,26,66,60,1020.1,1019.2,6,5,21.7,22.5,Yes,No
11/14/2009,15,24.3,0.2,6.2,12.6,W,41,WSW,ENE,6,26,66,56,1016.4,1011.4,2,2,20.1,23.4,No,No
11/15/2009,18.5,25.1,0,8.8,9.3,W,41,S,SE,17,20,74,63,1012.1,1011.7,4,5,22.2,23.8,No,No
11/16/2009,18.7,27.6,0,6.4,10.3,W,41,W,E,6,19,72,62,1008.8,1002,5,7,22.6,26.6,No,Yes
11/17/2009,19.4,23.6,1.4,8.8,5,W,41,SSE,SSE,20,28,61,59,1008.7,1009.7,7,7,21.1,21,Yes,No
11/18/2009,17.8,23.8,0,7.2,6.6,W,41,E,ENE,4,26,72,51,1013.2,1010.3,7,2,19.8,23.2,No,No
11/19/2009,18.4,26.5,0,8,10.6,W,41,E,ENE,9,13,70,63,1010.3,1009.2,3,3,23.6,26,No,No
11/20/2009,21,33.2,0,8.8,7.6,W,41,NW,E,9,4,71,52,1009.8,1005.7,0,8,26.2,29,No,No
11/21/2009,22,31.5,0,12.4,10.3,W,41,WSW,SE,4,13,56,45,1009.8,1006.6,7,7,25.4,30.2,No,No
11/22/2009,21.2,40.4,0,7.4,6,W,41,ENE,N,11,26,75,19,1005,1001.5,6,7,24,39.8,No,No
11/23/2009,19.9,22.8,0,13.4,0.3,W,41,SSE,SSE,28,30,62,68,1021,1022.6,7,8,21.4,20.4,No,No
11/24/2009,18.1,21.5,0,5.2,2.1,W,41,SSE,SSE,13,13,84,74,1026.2,1024.3,8,8,18.7,20.6,No,No
11/25/2009,18.3,25,0.2,3,12.2,W,41,W,E,4,30,82,74,1022.3,1018.4,2,0,21.3,24,No,No
11/26/2009,21.3,26.6,0,7.8,8.4,W,41,NE,NE,15,20,80,67,1017.5,1011.2,7,1,22.3,24.8,No,No
11/27/2009,21.3,33.2,1,7.8,12.4,W,41,WNW,E,17,24,50,41,1009.7,1007.1,1,1,26.1,28.7,No,No
11/28/2009,21.1,29.3,0,12.8,9.5,W,41,E,NE,7,22,63,51,1006.4,1000.2,0,6,26,28.2,No,No
11/29/2009,19.5,30.5,0,10.6,12.4,W,41,WNW,W,13,28,28,20,1000.9,998.7,0,5,25.3,29.3,No,No
11/30/2009,18.1,23.1,0,11.8,3.9,W,41,SSW,S,19,33,55,61,1008.1,1009.2,4,7,21.2,19.6,No,Yes
12/1/2009,14.3,21.2,4.4,6.4,9.6,W,41,S,S,22,24,58,59,1016.1,1017.4,2,5,17.9,19.4,Yes,Yes
12/2/2009,13.5,22.6,10.2,6.4,11.2,W,41,SSW,SE,17,22,69,44,1022,1021.7,7,2,17.3,21.5,Yes,No
12/3/2009,15.2,22.6,0,6.8,12.9,W,41,WNW,ENE,2,30,58,52,1022.6,1017.9,1,1,19.7,22,No,No
12/4/2009,17.3,24.4,0,8,12.5,W,41,S,SSE,26,30,69,61,1015.6,1015.6,0,5,21.8,22.5,No,No
12/5/2009,18.2,23.4,0,9.8,6.5,W,41,ENE,E,2,20,59,64,1015.2,1012.6,7,6,20.2,22,No,No
12/6/2009,18.7,25.6,0,6.2,10.5,W,41,ENE,ENE,11,30,61,58,1017.3,1015,5,1,23.4,23.8,No,No
12/7/2009,21.7,28.5,0,8.2,11.1,W,41,E,E,11,20,67,62,1011.8,1007.4,1,2,25.4,27.3,No,No
12/8/2009,20.1,27.6,0,10.2,8.8,W,41,WNW,E,9,26,68,70,1009.1,1000.8,7,3,22.6,24.1,No,No
12/9/2009,18.4,24,0.6,8.2,9.8,W,41,S,ESE,17,24,76,59,1011.1,1010.2,6,5,19.2,22,No,No
12/10/2009,19.2,28.8,0,7.8,1.2,W,41,NNW,NE,4,20,75,70,1011,1006,8,8,23.4,24.8,No,No
12/11/2009,19.9,28.8,0,7,12.9,W,41,WSW,ESE,11,24,30,30,1012.7,1013.1,2,1,24.1,25.1,No,No
12/12/2009,16.9,27.1,0,11.4,13,W,41,NNW,ENE,7,28,57,55,1018.7,1014,1,1,22.7,24.8,No,No
12/13/2009,20.3,27.4,0,8.4,11.1,W,41,S,SE,15,31,68,61,1016.3,1015.2,3,1,23.5,25.9,No,No
12/14/2009,20,24.3,0,9,0,W,41,ESE,ESE,11,19,72,69,1021.2,1021.1,7,8,21.3,21.1,No,No
12/15/2009,19.1,24.5,0,4.8,4.3,W,41,NE,ENE,15,22,59,62,1022.5,1020.3,6,7,24.3,23.6,No,No
12/16/2009,21.7,26.5,0,9.2,10.6,W,41,NE,NE,13,28,74,70,1020.3,1016.1,4,1,24.1,26,No,No
12/17/2009,21.5,32,0,10.4,11.6,W,41,E,NNE,13,37,71,51,1013.7,1008.5,0,5,26,29.8,No,Yes
12/18/2009,20.2,21.4,5.4,13.6,0,W,41,NE,SSE,11,20,87,83,1014.1,1016.7,8,8,20.2,18.5,Yes,Yes
12/19/2009,16.9,28.9,8,3.8,10,W,41,W,SSE,15,26,70,34,1015.1,1013.9,0,0,21.4,27.4,Yes,No
12/20/2009,19.6,22.5,0,10.2,0,W,41,SE,E,15,11,62,59,1021.2,1019.8,8,8,20.9,21.8,No,No
12/21/2009,19.9,24.9,0,4.4,9.7,W,41,NE,NE,17,26,65,64,1016.9,1012.6,4,6,22.4,23.3,No,No
12/22/2009,19.7,29.4,0,9,12,W,41,SSW,ENE,2,19,58,53,1011.5,1009.7,3,5,24.6,27.1,No,No
12/26/2009,17.7,20.2,12,2.8,0,W,41,SSW,SSW,17,20,91,85,1016.2,1016.4,8,8,17.8,18.6,Yes,Yes
12/27/2009,17.7,22.9,4.8,1.8,0,W,41,SSW,SSE,20,13,92,80,1017.9,1016.1,8,8,20.2,22.3,Yes,Yes
12/28/2009,20.1,23.1,16,2.6,1.4,W,41,SE,S,13,22,97,83,1014.8,1015.4,8,7,20.6,22.7,Yes,Yes
12/29/2009,19.8,26.1,5.4,2.4,11.9,W,41,S,SE,17,17,69,55,1021.4,1021.2,4,1,23,25.9,Yes,No
12/30/2009,19.8,25.2,0,8.6,12.8,W,41,S,SSE,20,20,66,57,1025,1023.1,5,4,22.4,24.5,No,No
12/31/2009,20.1,24.8,0,8,2,W,41,W,ENE,2,11,92,83,1020.9,1017.2,8,8,20.9,23.3,No,No
1/1/2010,20.9,29.3,0.4,2.8,1.1,W,41,E,E,2,19,84,56,1013.9,1010.4,8,7,24.3,29,No,No
1/2/2010,23.3,30.7,0,6.8,4.8,W,41,W,E,15,19,70,79,1007.7,1005.7,7,7,25.6,24.9,No,Yes
1/3/2010,18.9,21.5,8.6,7,0,W,41,W,E,15,19,80,74,1015.3,1016,8,8,20.1,20.8,Yes,No
1/4/2010,18.2,23.9,1,2.4,2.8,W,41,E,ENE,7,19,64,58,1020.6,1019.1,7,7,21.4,23.2,No,No
1/5/2010,18.3,26.1,0.2,4.6,10.4,W,41,ENE,ENE,13,20,64,60,1018.1,1014.6,1,2,23.6,25.7,No,No
1/6/2010,21.8,27.6,0,8.4,9.5,W,41,S,SE,15,17,83,71,1015.9,1013.8,7,5,22.5,24.8,No,No
1/7/2010,20.8,24.9,0,8,0.8,W,41,S,SE,13,15,66,59,1018.3,1017.4,8,8,21.8,23.4,No,No
1/8/2010,20.9,25.6,0.4,6,7.7,W,41,E,E,13,24,66,59,1021.7,1019.7,7,2,22.9,25.5,No,No
1/9/2010,20.8,32.4,0,5.4,13.2,W,41,WSW,NE,2,13,76,51,1018,1014.6,1,3,24.4,30.6,No,No
1/10/2010,24.1,30,0,11,12.7,W,41,N,SSE,2,20,65,56,1016.1,1015.4,1,2,28.3,28.9,No,No
1/11/2010,22.1,25.8,0,8.6,7.8,W,41,E,NE,11,24,64,60,1019.4,1016.1,6,3,24.2,25.8,No,No
1/12/2010,23,30.3,0,8.8,9.4,W,41,N,ENE,6,26,77,65,1013,1008.5,7,1,25,28.4,No,No
1/13/2010,23.7,27.7,0.2,9.2,8.8,W,41,SSE,SSE,19,35,64,69,1010.9,1011,1,6,27,25.4,No,Yes
1/14/2010,19.5,22.9,13,7.8,0.2,W,41,S,S,22,17,90,75,1017.7,1017.6,8,8,19.6,21,Yes,No
1/15/2010,19,25.1,0.2,3.8,3,W,41,SSW,ESE,9,17,83,74,1018.9,1017.2,8,7,21.7,24.4,No,No
1/16/2010,21.7,25.9,0.2,5.4,4.8,W,41,NE,ENE,11,22,72,63,1014,1009.6,6,7,23.4,24.5,No,No
1/17/2010,20.3,27.3,0,6.6,10.3,W,41,W,SSE,0,26,64,68,1004.2,1003,3,7,24.6,25.6,No,No
1/18/2010,16.7,25.7,0,8,13,W,41,W,W,15,28,55,14,1002.9,1002.5,1,2,21,25.1,No,No
1/19/2010,15.6,26.8,0,10,13.3,W,41,WSW,E,15,22,39,31,1009.5,1007.4,1,1,19.8,22.9,No,No
1/20/2010,17.4,28.9,0,10.4,13,W,41,WNW,E,7,24,41,34,1010.4,1007.8,0,0,23.2,26.6,No,No
1/21/2010,19.5,27.4,0,9,12.8,W,41,W,E,6,24,74,58,1012.3,1008.4,3,2,24,27.4,No,No
1/22/2010,22.6,32.6,0,8.2,9.6,W,41,W,E,7,15,77,64,1013.6,1008.8,3,2,25,29.2,No,No
1/23/2010,25,41.3,0,13.4,5.6,W,41,NW,SSE,26,6,28,17,1007.8,1005.4,5,5,31.9,39.9,No,Yes
1/24/2010,18.4,23,6.2,8.6,0.1,W,41,SSW,ESE,7,11,92,66,1016.3,1014.5,8,8,19.5,22.6,Yes,No
1/25/2010,19.5,26.1,0.4,3.6,2.8,W,41,WNW,E,2,19,80,70,1014.8,1011.8,8,7,22.4,25.7,No,No
1/26/2010,22.3,29,0,4,8.6,W,41,NE,ENE,6,19,83,69,1010.9,1007.2,6,3,25.1,27.7,No,No
1/27/2010,22.9,27.1,0,6.2,4.6,W,41,S,SSE,19,20,78,72,1015.1,1013.6,8,8,23.4,25,No,No
1/28/2010,22.2,26.6,0,4.8,1.8,W,41,W,ENE,0,17,80,81,1012.1,1009.5,8,8,23.7,24.6,No,Yes
1/29/2010,19.6,30.2,2.6,3.4,9.5,W,41,WNW,SE,7,20,81,53,1008.6,1010,1,1,22.2,29.6,Yes,Yes
1/30/2010,20.5,27.3,2.6,6.4,7,W,41,S,SE,26,13,82,66,1018.6,1017.9,8,7,21.6,26.4,Yes,No
1/31/2010,21.5,26.6,0,5.4,9.2,W,41,E,E,19,24,75,70,1016.7,1014.6,6,7,25.6,26,No,No
2/1/2010,22.6,27.7,0,7.8,7.9,W,41,E,E,13,24,73,66,1015.9,1016.1,6,7,25.6,26.6,No,No
2/2/2010,22.7,27.7,0.6,8,9.8,W,41,ESE,SE,19,30,61,60,1017.8,1016.4,6,7,25,25.9,No,Yes
2/3/2010,21.4,27.3,23.4,6.4,7.3,W,41,E,E,26,26,90,66,1014.9,1014.3,7,4,22,27.2,Yes,Yes
2/4/2010,21.9,27.2,3.4,6,3.9,W,41,E,E,28,28,83,76,1013.9,1011.3,7,7,25.2,26.1,Yes,Yes
2/5/2010,23.1,26.5,4,4.8,3,W,41,NE,NNE,11,19,79,88,1010.1,1008.8,7,7,25.8,24.9,Yes,Yes
2/6/2010,20.5,22.4,31.2,5,0,W,41,S,S,31,24,95,95,1015.7,1016.2,7,8,21.6,22.2,Yes,Yes
2/7/2010,20.2,25,77.4,7.4,0.2,W,41,SSW,SE,19,15,95,86,1021.6,1020.8,7,8,21.1,23.8,Yes,Yes
2/8/2010,21,27.6,3.4,1.8,2.3,W,41,ESE,E,7,22,76,70,1022.9,1021.9,8,7,23.5,26.3,Yes,No
2/9/2010,22.8,27.6,0,5.8,9.9,W,41,W,E,4,24,83,65,1023,1021.2,6,3,24.3,27.3,No,No
2/10/2010,21.7,27.9,0.4,5.8,10.1,W,41,NE,ENE,9,20,72,61,1020.6,1017.6,2,2,25.6,27.3,No,No
2/11/2010,21.4,28.2,0,8.8,6.9,W,41,E,ENE,4,26,71,60,1017.1,1013.5,2,2,25.3,27.4,No,No
2/12/2010,23.9,37.8,0,9,9.8,W,41,W,WNW,2,15,71,32,1008.7,1005.5,6,7,26.9,37.4,No,Yes
2/13/2010,21.4,25.5,70,9.4,0.3,W,41,S,E,17,11,92,80,1011.9,1010.2,8,8,22.1,25.2,Yes,Yes
2/14/2010,22.1,26.4,10,2,1.4,W,41,W,E,9,11,91,92,1007.3,1004.5,7,8,23.5,23.9,Yes,Yes
2/15/2010,20.2,30,15.2,2.8,9.9,W,41,W,ENE,11,17,95,67,1006.7,1003.5,6,3,21.4,28.5,Yes,No
2/16/2010,21.3,26.4,0.2,7.6,8.7,W,41,W,S,22,35,65,57,1011.8,1013.6,7,7,22.3,25,No,No
2/17/2010,18.5,25.6,0,7.8,12.8,W,41,SW,SE,9,20,64,56,1016.7,1016,3,2,21.4,25.4,No,No
2/18/2010,18.3,25.9,0,8,12,W,41,SE,SE,19,20,52,51,1022.4,1023.4,5,5,23.7,24.9,No,No
2/19/2010,20.2,25.5,0,7.2,8,W,41,ESE,E,19,13,60,51,1024.8,1023.1,5,6,22.6,25,No,No
2/20/2010,18.9,27.3,0,6.4,11.8,W,41,W,NE,13,24,76,54,1021.9,1018.4,1,2,22.2,26.1,No,No
2/21/2010,20.7,29.8,0,9.6,11.6,W,41,W,E,4,15,75,59,1018,1014.8,1,1,23.5,28.6,No,No
2/22/2010,23.2,35.4,0,9.4,11.9,W,41,W,E,7,20,61,46,1015.4,1011.7,0,3,26.7,32.5,No,No
2/23/2010,26,28.6,0,10.4,7.4,W,41,S,SE,24,28,54,60,1013.6,1016.3,1,7,28.5,23.7,No,No
2/24/2010,21.1,24.1,0,9.2,1.5,W,41,ESE,E,9,13,55,52,1021.7,1021.4,8,7,22.4,23.8,No,No
2/25/2010,20.5,24.6,0,4.4,9.3,W,41,E,ESE,15,22,45,46,1026.4,1026.6,2,2,23.3,24.2,No,No
2/26/2010,18.1,25.1,0,6,1.6,W,41,W,ESE,7,7,73,58,1027,1024.4,6,7,20.2,24.6,No,No
2/27/2010,18.4,27,0.2,3.8,11.8,W,41,W,NE,2,19,79,60,1021.6,1017.8,5,1,21.9,26.5,No,No
2/28/2010,21,26.7,0,8,3.8,W,41,WSW,ESE,4,13,83,72,1017.1,1014.3,7,8,23.7,25.8,No,Yes
3/1/2010,19.2,19.7,4.2,5,0,W,41,SSW,SE,19,17,68,84,1018.9,1018.4,8,8,19.4,19.2,Yes,Yes
3/2/2010,17.3,23,9,3.8,1.3,W,41,SE,SE,17,17,52,52,1019.3,1018.2,7,7,19.5,21.8,Yes,No
3/3/2010,18.2,24.4,0.2,7.2,7.5,W,41,SE,ESE,11,19,53,53,1019.4,1018.2,3,5,22.7,23.5,No,No
3/4/2010,17.2,25.2,0,4.4,7.9,W,41,W,E,0,26,73,67,1016.2,1013.7,7,5,20.9,24.7,No,No
3/5/2010,20.5,25.1,0,5.2,1,W,41,NE,ENE,20,15,72,83,1011.5,1009.6,7,8,23.9,23.5,No,Yes
3/6/2010,20.9,26.7,14,3.4,6.2,W,41,NNW,NE,2,15,90,77,1011.9,1010.8,6,3,22.4,25.1,Yes,No
3/7/2010,22.3,26.4,0,5,5,W,41,ENE,ENE,19,33,71,68,1013.8,1012,2,7,25,25.6,No,No
3/8/2010,22.6,29.2,0,6.4,6.4,W,41,ENE,NE,11,17,72,65,1011.6,1009.6,6,7,24.8,27.4,No,No
3/9/2010,20.8,30,0,9.2,11.7,W,41,WNW,W,11,22,46,35,1013.4,1012.2,1,1,23.9,29.6,No,No
3/10/2010,19.2,20.8,0.2,8,0.3,W,41,S,SSE,20,24,85,67,1020.8,1022.5,8,8,19.3,20.4,No,No
3/11/2010,18.2,24.2,0,5.2,9,W,41,S,SSE,24,24,63,49,1031.1,1031.5,2,4,20.4,23.6,No,No
3/12/2010,18.7,24.5,0.2,9,7.9,W,41,SE,SE,19,28,55,54,1035,1034.8,2,4,23.3,22.5,No,No
3/13/2010,17.4,24.7,0,7.4,7.1,W,41,SSE,SE,22,19,68,52,1034.3,1032.9,2,6,20.5,22.8,No,Yes
3/14/2010,16.2,24.6,5.6,5.6,6.9,W,41,W,ESE,13,17,87,50,1030.4,1027.8,2,5,18.7,23,Yes,No
3/15/2010,18,25.2,0,5.4,5.9,W,41,W,E,11,15,78,57,1025.7,1022.4,7,2,19.7,24.5,No,No
3/16/2010,17.4,25.5,0,5.8,11,W,41,W,E,15,19,82,54,1023.5,1022.7,3,1,20,25.1,No,No
3/17/2010,15.6,26,0,5.4,11.3,W,41,W,E,13,19,80,54,1025.7,1024.5,0,1,18.8,24.4,No,No
3/18/2010,17,26.5,0,6.6,10.2,W,41,W,ENE,9,17,77,51,1026.5,1023.7,6,4,19.8,25.3,No,No
3/19/2010,18.2,27.4,0,7,11.2,W,41,W,ENE,6,17,82,60,1022.2,1019.2,6,3,20.1,26.9,No,No
3/20/2010,19.8,29,0,6.2,11.1,W,41,W,E,15,15,64,68,1021,1019.5,3,1,22.8,26.5,No,No
3/21/2010,21.7,30.9,0,7,9,W,41,W,E,9,19,64,56,1017.9,1014.3,6,6,23.5,28,No,No
3/22/2010,20.8,25,0,8.4,6.3,W,41,ESE,ESE,9,19,64,57,1020.1,1018.7,7,5,22.5,24.1,No,No
3/23/2010,18.7,27,0,4.4,10.9,W,41,WNW,ENE,13,22,74,60,1020.1,1017.4,0,5,21.6,26.1,No,No
3/24/2010,18.7,26,0,7.6,6.1,W,41,W,ESE,17,20,79,58,1021.6,1020.8,7,5,20.3,25.3,No,No
3/25/2010,19.5,25.5,0,4,8.7,W,41,W,NE,7,20,75,61,1023.4,1019.6,6,1,21.1,24.8,No,No
3/26/2010,19.5,29.6,0,5.6,8.9,W,41,W,ENE,9,9,80,52,1019.1,1015.4,0,2,22.6,29.5,No,No
3/27/2010,22.4,26.9,0,7.4,7.2,W,41,SSW,S,17,19,80,66,1019.6,1018.4,6,7,23,25.5,No,No
